Nitrogen,Phosphorous,Potassium,Temparature,Humidity,Ph,Moisture,rainfall,Crop Type
9,38,3,24.32,45.16,5.562778472,50.1,1946.629558,Paddy
8,28,11,29.63,72.87,6.776885224,59.15,1397.441542,Paddy
15,43,0,34.45,67.14,5.251901222,34.11,1943.516978,Paddy
6,21,19,34,65,6.512254809,45,1664.873258,Paddy
8,11,1,34.29,77.99,6.507761294,23.79,1243.373435,Paddy
22,21,0,27.26,43.94,6.519542075,42.1,1868.71013,Paddy
3,17,18,30.37,61.22,7.086879762,43.8,1747.368569,Paddy
37,0,0,26.48,57.43,8.375524122,33.64,1776.0937,Paddy
7,25,5,30.14,74.53,7.537237294,67.61,1975.602575,Paddy
4,30,7,28.37,51.61,5.759146999,45.94,1745.882126,Paddy
16,7,17,23.18,46.72,6.639692009,29.53,1596.112089,Paddy
15,18,17,27.18,64.47,6.966388751,30.84,1889.090288,Paddy
36,2,0,31.49,69.94,6.690122692,50.94,1224.792861,Paddy
5,32,3,33.91,50.88,5.701933401,53.37,1567.268767,Paddy
16,37,2,27.62,44.14,6.142286327,40.81,1301.0712,Paddy
9,22,10,29,58,6.941102332,42,1937.006852,Paddy
10,11,4,27.05,50.42,5.69851179,42.32,1417.275599,Paddy
6,15,19,26.07,44.83,6.452505601,41.52,1674.164049,Paddy
34,1,0,26.6,55.39,5.71155821,57.23,1659.41952,Paddy
41,1,4,34.97,68.96,8.001101881,25.98,1698.978333,Paddy
15,11,11,27.29,57.56,6.959714616,53.09,648.2361542,Pulses
35,2,2,30.52,56.23,6.392662536,50.8,638.1438945,Pulses
36,0,0,29.76,65.67,6.627574552,57.62,730.0102303,Pulses
7,17,0,27.59,49.54,6.447333422,37.53,791.129202,Pulses
7,44,0,27.74,52.16,6.935096629,28.11,721.5428977,Pulses
17,21,0,24.91,47.48,7.747115912,32.77,728.9915697,Pulses
18,40,3,24.8,49.86,6.981653337,36.62,775.1978175,Pulses
9,32,4,33.19,68.69,6.652417398,31.4,602.0994995,Pulses
6,19,0,31.2,50.23,6.459726388,55.54,782.9310067,Pulses
36,0,3,40,80,6.419022741,50.64,706.8018821,Pulses
7,8,0,23.7,42.61,7.239138253,38.64,632.217047,Pulses
35,0,2,29.88,70.26,6.952979213,34.36,672.8012966,Pulses
10,14,21,21.47,45.29,6.129799376,43.45,628.9440311,Pulses
10,9,0,26.44,65.84,5.602756104,50.2,631.0818697,Pulses
14,10,8,34.62,70.94,5.439169431,56.04,745.4784827,Pulses
32,1,0,27.56,59.15,6.028178378,37.01,724.8971257,Pulses
16,13,13,35.29,64.13,6.687824231,46.59,618.0277442,Pulses
41,0,2,24.61,63.9,6.746235982,70,760.3876971,Pulses
13,35,4,29.48,62.99,6.261750391,28.37,738.900037,Pulses
11,8,0,30.55,64.61,4.741719792,50.52,671.5057739,Pulses
11,39,1,25.41,54.6,6.087625021,67.69,782.7031453,Pulses
10,12,17,35.39,52.28,6.228767007,42.97,730.1241822,Pulses
20,20,0,33.61,71.46,6.255791739,47.12,749.1936514,Pulses
3,33,5,34.43,56.84,5.600431864,51.15,697.0932546,Pulses
25,22,0,21.09,58.26,6.05883894,53.18,601.3669648,Pulses
5,16,0,26.79,49.37,5.609531883,43.82,721.9264789,Pulses
15,44,2,33.73,51.23,5.822745032,29.59,789.3433004,Pulses
11,38,0,38.74,72.41,5.755626038,27.4,668.1028858,Pulses
5,36,7,26.63,65.47,6.146482903,59.26,608.5357554,Pulses
24,19,0,25,50,5.513573095,32,608.3935256,Pulses
36,0,0,31.98,45.3,6.109535861,30.75,720.0142664,Pulses
9,11,0,24.07,54.47,7.113474692,28.69,789.9633944,Pulses
13,40,0,27,54,6.095580794,28,657.0065067,Pulses
8,42,0,40,65.25,6.672711911,38.68,686.2322435,Pulses
41,0,2,25.25,64.81,5.514340271,47.16,634.7954238,Pulses
19,15,0,34.24,73.77,6.56014436,56.36,694.8090001,Pulses
13,40,1,32.31,48.95,7.021405417,63.07,664.4541641,Pulses
39,1,0,28.65,60.71,6.180646675,44.52,632.2984481,Pulses
26,21,0,29.89,48.59,6.121706416,38,757.0328736,Pulses
10,38,0,24.32,42.11,6.350142329,32.47,756.4328991,Pulses
27,15,0,22.1,58.03,7.360091111,39.29,773.4221654,Pulses
21,23,0,26,52,6.650051622,39,714.8982241,Pulses
10,15,8,24.1,40.84,5.965945916,47.94,603.5346946,Pulses
17,37,0,33,55.09,8.101719687,52.37,692.1656593,Pulses
6,16,19,25,50,5.560489825,40,712.0108561,Pulses
18,23,3,27.26,48.41,6.874069734,29.66,675.8395725,Pulses
10,33,4,24.48,64.2,6.3323867,53.94,768.6605313,Pulses
19,18,0,23.11,52.75,6.846125186,34.6,746.3010911,Pulses
15,40,0,24.19,50.1,8.443931956,34.02,796.5487302,Pulses
8,7,4,23.92,57.89,6.871476463,54.22,738.3143815,Pulses
23,25,0,31.98,60.89,6.348090485,49.49,758.6806684,Pulses
7,3,0,23.56,56.69,5.975922011,37.04,699.0569522,Pulses
7,16,15,33.52,60.46,7.435670411,47.85,769.6918074,Pulses
11,37,0,40,63.6,8.490525868,26.39,778.6836777,Pulses
37,2,1,29.42,67.16,6.761524006,30.27,609.8987398,Pulses
36,3,0,26.98,68.44,7.340286868,39.49,602.7400343,Pulses
24,27,3,31.91,46.26,6.906786116,41.51,684.0440815,Pulses
37,0,0,20.36,57.92,6.601452326,61.02,797.8448402,Pulses
38,0,0,33,64,6.231875623,34,685.3263864,Pulses
11,40,0,35.58,59.73,6.062801607,38.2,723.4138948,Pulses
33,2,0,28.29,60.24,8.137704929,33.44,653.959166,Pulses
37,0,0,31.51,53.32,6.097098469,48.71,606.4994333,Pulses
36,0,0,33.96,56.48,6.655084693,62.18,799.595255,Pulses
15,11,8,26.35,57.93,6.858673407,25.04,653.9891506,Pulses
15,36,2,22.12,53.06,7.135632855,40.13,604.8785387,Pulses
11,41,2,31.31,73.26,7.062168856,70,758.2317602,Pulses
15,42,1,23.62,47.19,6.717629529,34.46,745.0568437,Pulses
8,29,14,25.7,62.98,6.286262675,30.45,788.6223768,Pulses
20,23,2,32.45,58.34,6.166804695,40.46,630.0054099,Pulses
11,5,0,33.21,70.05,7.218015443,32.61,697.7808753,Pulses
7,20,16,26,52,6.590048171,36,787.1540149,Pulses
21,24,0,31.61,72.2,5.652281371,23.07,660.6189231,Pulses
11,14,4,27.48,58.97,6.469962663,62.73,725.2662385,Pulses
16,19,14,40,76.58,6.095113102,43.4,721.7392243,Pulses
10,38,1,29.82,68.13,8.19902994,44.94,730.5082547,Pulses
24,24,4,25.59,52.32,7.384340839,38.18,759.301835,Pulses
14,10,3,29.12,44.13,5.757668336,29.35,727.9905084,Pulses
16,37,0,36.76,66.87,5.158195196,45.44,786.0723291,Pulses
12,27,13,33.59,66.16,4.761076075,69.67,659.6456364,Pulses
9,14,6,24,56.92,6.755696468,43.36,600.4646176,Pulses
8,10,2,23.36,53.46,6.617643047,54.46,625.5184224,Pulses
17,36,0,26.29,44.72,6.730220191,37.75,672.5804819,Pulses
4,14,0,27.53,55.04,4.815571829,57.07,708.016342,Pulses
7,12,0,32.69,60.02,6.561394372,43.69,752.0053125,Pulses
37,1,3,29.95,51.27,7.296041126,44.42,711.9102056,Pulses
6,31,6,32.92,67.62,7.346086332,69.72,794.585926,Pulses
6,28,6,40,71.69,6.006125869,45.98,788.2274347,Pulses
20,23,0,28.87,49.91,5.539669166,35.02,654.0572007,Pulses
7,12,0,32.23,60.35,8.360489286,52.66,638.5982436,Pulses
6,29,7,30.78,67.39,7.151250831,59.69,624.1007557,Pulses
22,23,0,29.53,46.72,6.090665461,43.55,793.4000955,Pulses
6,27,6,39.22,70.14,5.717099931,42.1,764.8957467,Pulses
17,16,19,26.93,60.8,6.707767395,53.51,620.8638045,Pulses
40,0,0,28,54,6.551477695,38,673.8178184,Pulses
4,18,23,24.04,55.63,5.59797125,32.97,693.0317157,Pulses
13,42,3,30.07,53.75,6.090337903,28.21,766.8796443,Pulses
9,41,4,40,73.3,6.892612693,27.24,694.0766642,Pulses
11,15,13,26.01,59.52,7.387851509,35.75,616.9033445,Pulses
26,16,2,28.08,63.94,6.099477314,40.47,718.2229805,Pulses
40,1,0,37.77,68.79,7.837985102,52.51,773.5638691,Pulses
39,3,3,31.75,46.07,6.937893742,32.2,748.7111008,Pulses
8,35,0,28.2,46.6,7.807102365,47.75,692.0691332,Pulses
33,0,0,29.16,59.51,6.346008465,35.27,738.4243992,Pulses
9,32,2,36.52,68.56,4.884842404,47.25,704.8745337,Pulses
33,4,0,32.66,59.5,8.482270157,27,767.2149069,Pulses
18,26,2,23.21,48.43,6.77303802,30.35,661.2320432,Pulses
23,17,0,32.47,66.84,6.925173451,39.56,796.8293301,Pulses
11,32,0,38.56,73.46,7.778854108,30.62,784.600686,Pulses
36,1,0,28.1,47.62,5.323424585,47.44,633.9310152,Pulses
12,26,12,32.61,60.48,6.646773626,27.75,767.9078832,Pulses
13,34,3,28.11,64.09,5.901826935,65.53,661.407515,Pulses
24,20,0,35.71,60.95,6.164841676,42.29,702.5887847,Pulses
45,2,2,31.4,66.88,7.908544924,51.44,616.5009783,Pulses
14,13,0,26,52,5.863766872,36,723.1105468,Pulses
12,27,9,28.89,65.73,6.840634112,67.41,697.6592851,Pulses
12,35,7,33.61,58.4,8.039440034,53.84,664.0812513,Pulses
5,12,1,32.11,52.48,6.729770367,33.96,722.7102549,Pulses
1,12,23,23.75,41.84,6.675901626,36.89,793.6888067,Pulses
6,33,3,31.45,66.67,6.753101026,69.18,678.7737891,Pulses
40,1,0,22.68,61.46,6.964359956,42.62,704.940311,Pulses
3,29,7,39.86,58.58,7.88290762,45.17,753.6188124,Pulses
7,31,9,31.7,73.98,6.862941231,42.06,630.9481915,Pulses
11,10,0,31.27,60.81,7.177943575,33.61,648.3252526,Pulses
43,0,3,27.44,49.87,7.159389484,29.06,684.0179416,Pulses
9,10,16,26.81,64.56,6.998123255,70,684.9305248,Pulses
38,2,4,26.54,52.69,6.904296481,42.71,602.4993671,Pulses
18,36,0,34.75,73.8,6.969770776,64.76,764.8865157,Pulses
32,0,3,30.75,52.39,5.867700389,38.96,780.4728849,Pulses
13,14,12,29.21,62.99,7.473994191,20.75,686.9254177,Pulses
23,28,0,30.63,52.83,6.725332304,40.16,766.8455321,Pulses
21,21,3,31.06,58.28,6.886962846,27.05,688.139428,Pulses
13,13,0,27,54,6.738439335,30,684.3192709,Pulses
9,34,0,31.91,73.88,5.916091692,66.05,761.6598805,Pulses
24,30,0,35.54,60.01,5.767446995,48.23,791.8528522,Pulses
8,31,7,35,67,6.425658724,28,640.368425,Pulses
18,25,0,31.92,62.59,4.943430037,27.78,748.7927927,Pulses
7,10,0,27.97,47.17,5.693259434,23.87,687.4042264,Pulses
4,20,12,23.56,47.6,5.912169424,35.22,669.9121952,Pulses
19,38,0,34.16,59.81,5.667638554,60.87,634.85366,Pulses
10,8,2,24.66,55.05,6.80994317,22.56,762.3948763,Pulses
33,0,2,33.96,74.09,6.88474885,54.5,740.639547,Pulses
10,39,2,23.15,45.26,6.97616092,35.54,600.285846,Pulses
37,0,0,24.39,60.54,6.09435938,37.95,616.6326037,Pulses
11,18,0,40,60.57,7.023450767,39.92,753.6029251,Pulses
9,44,0,30.16,43.34,5.735642722,25.27,788.3610388,Pulses
22,20,1,34.35,65.77,6.319979545,49.74,761.1249116,Pulses
24,19,4,35.15,65.46,6.672745142,50.44,618.7092666,Pulses
18,21,0,34.83,66.32,7.737147341,48.03,705.9911824,Pulses
15,11,21,24.72,63.9,5.590592947,39.65,737.8319982,Pulses
3,19,17,24.97,47.28,7.12765201,41.8,710.0875953,Pulses
36,3,0,30.24,51.96,6.912893637,38.03,652.4353786,Pulses
20,16,3,30.15,59.21,6.10348863,25.04,736.3576084,Pulses
1,12,17,29.13,47.06,6.624378263,44.06,722.8362172,Pulses
30,1,0,28.65,62.64,6.715266064,41.6,711.0688751,Pulses
9,12,4,28.91,67.6,6.185022323,39.3,729.0732845,Pulses
10,23,21,36.81,60.97,7.723088456,46.15,652.7084033,Pulses
11,17,0,21.33,59.53,5.894724229,34.34,748.0601693,Pulses
6,18,15,35,63.21,6.884989841,33.69,661.4461936,Pulses
6,36,2,32.81,73.39,5.533975541,41.77,703.2510673,Pulses
8,14,14,34.34,59.1,8.161788192,53.66,760.7685764,Pulses
21,24,0,31.48,74.48,6.442823728,40.94,762.8804035,Pulses
27,18,0,25.82,49.88,7.861001878,37.06,645.6697786,Pulses
38,0,0,27.34,55.87,5.962868281,43.75,733.3964501,Pulses
32,0,0,27.86,50.22,5.786704685,35.4,683.3906199,Pulses
6,29,14,34.13,51.37,5.756337376,63.68,689.4907647,Pulses
8,35,3,29.99,69.45,6.319748364,20,783.4268639,Pulses
9,19,17,26.06,45.12,6.429536648,29.83,695.1003205,Pulses
7,10,0,24.94,66.7,5.673202859,66.09,687.1044232,Pulses
14,12,9,38.04,64.69,6.772968655,48.58,753.7998364,Pulses
35,0,0,30.28,63.74,7.289762447,54.26,790.1350091,Pulses
20,16,0,30.56,52.13,6.890735115,44.67,729.8447882,Pulses
20,22,0,23.22,49.73,5.950771384,51.54,709.0033146,Pulses
36,0,2,28.32,57.04,6.815602173,36.82,733.5229172,Pulses
27,24,2,22.71,50.4,6.692289491,40.46,665.7672777,Pulses
25,19,1,34.36,64.55,5.581554024,38.08,621.2441464,Pulses
16,9,0,28.69,53,6.862442956,41.72,751.2499952,Pulses
10,19,13,27.9,64.75,6.946542716,32.03,665.3946223,Pulses
9,33,12,26.47,52.63,6.037340281,37.92,705.992956,Pulses
11,32,9,25.73,50.6,6.546004763,20,707.8859129,Pulses
11,39,1,30.72,67.49,6.83738559,51.07,689.4197444,Pulses
17,21,0,29.39,53.28,6.809360935,40.12,761.1545345,Pulses
42,0,4,24.4,60.18,6.719232269,37.67,733.0938165,Pulses
11,19,13,26.86,64.6,6.029654687,67.51,627.9224978,Pulses
8,30,3,39.82,70.94,7.052354881,30.3,667.1242097,Pulses
9,12,8,27.35,70.98,5.562715992,53.73,794.3503624,Pulses
39,2,0,29.54,68.62,6.118428184,31.48,778.8115695,Pulses
6,29,7,39.78,63.55,6.406400405,29.54,700.6141328,Pulses
14,15,10,27.53,40.07,6.100735352,31.84,788.9540077,Pulses
33,0,0,32.53,56.27,6.182149324,29.85,772.5513844,Pulses
6,30,0,30.08,70.31,5.057910118,42.74,648.2833267,Pulses
11,16,0,33.72,50.47,6.635213719,44.08,633.3385861,Pulses
23,21,1,26.63,56.66,5.770399631,45.46,790.5523175,Pulses
1,15,23,22.42,43.59,5.165943809,46.16,740.2343144,Pulses
13,31,4,27.21,58.5,7.362379656,64.74,686.4522185,Pulses
26,19,3,32.29,54.87,5.880908905,41.39,742.1032669,Pulses
8,29,11,32.81,69.92,5.8164999,24.3,744.1956299,Pulses
19,45,0,37.69,54.05,6.264636253,40.24,682.0629538,Pulses
13,37,3,34.65,67.45,6.062619434,27.77,764.2198849,Pulses
9,9,0,29.07,61.08,5.553948481,27.49,787.4796893,Pulses
9,33,1,27.05,67.65,5.630338599,49.4,770.2159494,Pulses
6,5,1,34.09,58.05,5.62142817,39.69,746.4024168,Pulses
36,0,3,39.3,71.67,5.09835668,43.17,783.5760394,Pulses
22,20,0,32.92,51.51,8.193896348,35.47,715.193897,Pulses
25,15,0,31.22,71.21,6.232439666,39.47,773.5180914,Pulses
11,17,0,29.92,70.82,6.149868462,61.95,795.0732671,Pulses
18,19,0,24.47,48.15,6.652700422,50.29,670.7005422,Pulses
9,36,2,29.85,63.07,5.812934857,35.41,634.523002,Pulses
33,3,4,32.84,55.64,7.397635478,38.3,683.7857271,Pulses
8,27,2,30.83,64.19,6.923786819,23.01,792.6923015,Pulses
10,37,4,40,51.91,6.576852464,51.48,685.4728672,Pulses
11,10,4,21.15,48.8,6.119971484,36.88,791.1347388,Pulses
26,18,0,34.05,71.7,6.746369275,24.22,619.8684283,Pulses
42,0,0,30.75,60.98,6.370989342,45.39,701.6143419,Pulses
36,0,0,28.23,54.78,4.912824367,46.69,775.3923984,Pulses
16,39,0,26.13,55.16,6.723594459,61.36,618.1318249,Pulses
16,36,0,28.93,67.15,6.415190096,49.11,781.8371945,Pulses
35,1,4,28.05,53.77,7.063140029,30.81,640.2528363,Pulses
22,21,2,31.52,56.11,6.385178439,29.79,641.1431149,Pulses
7,29,4,33.44,67.04,6.099277807,56.66,715.7758693,Pulses
38,4,2,35.3,65.91,6.832234922,61.45,651.0201694,Pulses
23,22,0,30.4,64.62,6.414736393,29.5,659.2524713,Pulses
39,0,0,30.18,72.18,7.342154166,46.54,712.7473025,Pulses
10,18,0,32.97,76.36,5.80061087,35.98,612.6001742,Pulses
15,36,0,35.11,62.94,5.224892248,34.46,617.6780052,Pulses
43,0,0,27.38,50.06,7.867330853,24.55,748.1507879,Pulses
19,21,3,32.74,52.59,4.653477376,32.29,736.9448386,Pulses
9,18,13,29.94,57.63,7.305365209,50.05,694.3719497,Pulses
12,38,4,39.78,59.7,5.826675324,70,752.9311308,Pulses
37,0,4,29.97,69.39,6.033726212,25.39,722.290625,Pulses
9,17,20,23.87,50.93,6.318372757,44.6,740.5315235,Pulses
3,32,13,29.76,61.14,6.757101946,53.09,745.2855808,Pulses
15,30,4,29.54,54.01,6.0198181,70,628.9704555,Pulses
14,29,2,33.47,61.96,5.752008892,52.46,699.1740592,Pulses
18,12,16,24.54,53.73,6.466928495,20.6,782.7379784,Pulses
38,0,2,28.44,55.65,5.73776546,65.23,715.204821,Pulses
9,42,0,28.63,55.59,6.660391517,41.33,664.5011318,Pulses
16,9,2,33.16,56.99,6.003918467,39.99,651.9885103,Pulses
11,38,0,35.5,64.73,6.732188203,50.91,763.7537635,Pulses
11,6,3,36.4,64.47,7.550899857,41.6,770.488303,Pulses
25,24,1,32.78,63.54,6.916325525,36.29,741.5036381,Pulses
10,35,9,34.47,62.06,6.515329592,31.47,664.6174491,Pulses
10,13,12,26.27,52.98,8.325786838,39.19,781.5868691,Pulses
15,37,0,37.76,59.22,5.828011164,56.24,741.4559345,Pulses
9,39,3,24.83,48.37,5.06221554,49.51,644.7366972,Pulses
20,21,0,25.37,61.39,5.588535633,48.09,609.6146319,Pulses
6,34,0,30.32,74.54,7.31387824,28.58,662.4454568,Pulses
11,40,3,37.46,66.33,4.686440017,49.74,789.4888587,Pulses
18,21,0,20.3,54.28,5.933953977,45.3,642.8176217,Pulses
13,10,0,26.32,57.42,6.398169535,33.27,660.3406948,Pulses
13,37,4,24.57,56.6,6.272501651,34.73,720.1423765,Pulses
5,26,13,27.38,60.32,5.04915129,50.76,746.6405565,Pulses
16,16,2,35.14,67.73,6.894617694,25.02,668.797422,Pulses
4,30,4,32.18,62.78,6.675237908,23.55,764.1842607,Pulses
42,0,0,31.28,72.17,6.348445192,31.32,744.6570153,Pulses
13,37,2,36.98,53.44,6.131503056,24.52,789.6728345,Pulses
37,3,1,32.72,58.96,6.97552293,60.48,699.3391356,Pulses
9,44,4,32.03,63.05,6.822584502,34.64,754.4059215,Pulses
7,29,6,31.43,63.1,7.450842719,43.59,605.6134722,Pulses
26,20,0,23.28,44.92,6.091077449,31.48,600.3139696,Pulses
5,31,9,37.62,69.05,5.956215943,44.74,772.7001615,Pulses
17,25,0,30.98,62.94,6.289562864,45.32,642.8051903,Pulses
11,35,0,30.54,45.68,6.01131897,27.66,610.335946,Pulses
15,37,0,26.3,54.13,5.345700571,34.21,709.7346956,Pulses
46,3,0,23.82,53.92,5.712609095,33.92,746.633737,Pulses
23,24,0,34.35,60.57,4.883049564,46.46,663.2707164,Pulses
13,10,10,31.91,54.59,6.011947251,63.99,793.1329858,Pulses
3,29,11,31.93,61.7,7.457803855,61,735.2883949,Pulses
14,36,0,31.94,61.1,6.495346972,52.49,648.9092007,Pulses
24,15,0,28.36,52.45,5.612055982,31.86,681.7973512,Pulses
18,16,0,38.76,72.35,8.073077069,28.4,604.4288701,Pulses
9,26,13,36.02,60.38,7.285160619,61.57,613.0426859,Pulses
22,16,3,26.81,50.5,6.732662636,47.46,697.5244078,Pulses
12,34,4,26.09,50.71,8.185116168,44.3,718.1279727,Pulses
4,8,0,37.98,57.42,6.523468984,48.64,798.8671038,Pulses
39,0,1,25.79,48.09,5.243775165,58.09,793.5941743,Pulses
33,0,0,28.77,51.58,6.419815443,35.29,745.857523,Pulses
14,36,4,33.69,70.29,6.445675738,30.14,688.1944123,Pulses
20,22,0,35.4,66.88,5.684709974,56.01,643.8674299,Pulses
9,41,3,28.91,63.15,6.568682098,33.04,634.0562544,Pulses
45,0,0,30.88,62,5.514275773,46.07,680.4406029,Pulses
15,38,3,32.64,52.05,6.274204444,29.73,686.617964,Pulses
25,32,0,32.83,69.35,5.846834045,43.35,785.0805947,Pulses
16,8,0,26.5,57.72,6.682321156,35.19,679.4122077,Pulses
34,4,2,36.46,63.12,7.862208124,40.28,662.1103992,Pulses
9,34,0,32.4,77.68,5.917818233,42.34,684.7915142,Pulses
27,19,0,33.44,62.95,5.670850315,26.99,681.9845216,Pulses
7,10,10,35.68,61.52,6.176766047,55.89,642.7757483,Pulses
34,1,0,32.8,44.88,6.158239849,49.08,744.6824924,Pulses
3,25,12,33.18,56.59,8.259965951,53.96,631.1708121,Pulses
11,15,0,27.74,59.78,7.392202197,39.31,662.3206127,Pulses
22,19,0,24.26,56.62,6.327116757,34.63,699.6780429,Pulses
11,39,2,34.12,58.21,5.638871228,42.94,649.2934105,Pulses
11,18,0,30.37,48.11,4.763343774,52.79,703.826722,Pulses
44,0,0,32.24,55.75,6.979134059,45.85,670.1499002,Pulses
6,18,16,31.06,61.86,5.212533231,25.72,738.4250652,Pulses
7,27,11,33.07,62.75,6.246393449,57.16,620.9621481,Pulses
12,42,0,31.18,60.59,7.442784465,20.77,611.295243,Pulses
14,41,3,25.31,65.68,6.788945119,54.26,709.3635846,Pulses
17,6,0,34.8,68.57,5.35356895,39.03,657.5891317,Pulses
41,0,0,35.74,61.66,6.667278506,43.17,615.9370854,Pulses
3,12,18,27.18,51.26,5.736750971,37.13,629.7275171,Pulses
8,17,16,27.91,62.4,5.846140115,41.2,643.2542083,Pulses
11,9,0,30.13,58.46,6.751489707,60.18,710.1533879,Pulses
33,0,0,35.51,53.67,6.986777878,32.47,795.5587133,Pulses
10,32,9,35.74,66.71,4.76383627,37.68,763.198777,Pulses
19,22,0,33.44,64.06,6.564651855,51.91,634.4788364,Pulses
33,4,1,30.52,62.11,8.165247587,23.07,780.8520975,Pulses
4,15,0,30.25,72.59,8.181690627,57.4,799.8685322,Pulses
31,0,2,22.18,52.62,5.889739262,21.23,676.8337327,Pulses
22,19,2,30.44,62.39,8.217613423,67.03,788.6040333,Pulses
1,27,5,36.25,61.04,6.399941191,42.94,784.3913799,Pulses
11,31,14,28.92,49.12,8.419207626,20,624.1616679,Pulses
5,29,14,33.24,51.28,7.294712857,65.32,684.3772325,Pulses
14,9,13,30.64,61.94,5.704321317,52.25,609.086108,Pulses
14,39,2,32.99,63.72,6.767895878,50.3,620.7280646,Pulses
9,41,0,25.64,57.81,6.902298661,39.15,618.9396777,Pulses
7,6,0,27.93,64.17,6.585155263,62.13,603.0034818,Pulses
41,0,2,33.66,67.43,4.628893313,38.06,776.7970307,Pulses
36,2,0,26.16,45.71,6.821695005,32.82,785.9361941,Pulses
38,0,0,34.57,69.61,6.427456072,57.23,795.8778905,Pulses
9,15,20,23.66,47.39,6.185073526,28.98,784.9813091,Pulses
14,44,4,26.8,54.9,5.348482268,42.04,663.0818958,Pulses
16,44,0,35.1,70.14,6.298275439,56.12,660.2065423,Pulses
10,34,3,37.49,77.6,5.581351686,36.44,612.8122746,Pulses
23,23,1,25.23,47.76,6.764389641,41.74,700.5038217,Pulses
34,1,0,31.34,52.86,5.878080672,27.31,750.0008846,Pulses
14,7,14,23.48,47.79,6.298750048,30.27,654.1641853,Pulses
12,46,2,32.45,50.4,6.699395907,49.3,659.1203196,Pulses
11,18,2,31.35,67.11,6.572310438,31.38,773.1157527,Pulses
6,25,12,40,64.71,6.546585666,57.07,794.0748838,Pulses
18,39,0,32.06,49.68,5.131164168,60.32,769.4248098,Pulses
22,18,0,28.96,45.85,5.642122272,38.46,771.4975651,Pulses
6,36,10,33.72,67.04,7.121007546,60.71,784.7489455,Pulses
11,13,10,28.19,58.68,5.721674013,38.45,648.4637424,Pulses
44,0,1,27.82,48.81,7.143551393,25.68,775.1139911,Pulses
14,12,0,30.78,64.7,6.615461107,35.01,721.5628973,Pulses
9,16,3,29.03,53.03,8.455148177,27.5,663.8695966,Pulses
21,27,0,34.53,67.09,5.788003458,29.68,684.9075509,Pulses
25,19,0,34.22,56.39,5.981925989,49.89,635.8660161,Pulses
12,10,16,23.42,55.62,4.983018565,26.64,669.9468345,Pulses
13,41,0,31.92,57.5,7.724335266,20.26,792.586994,Pulses
15,14,1,25.12,54.93,6.131334747,25.4,702.2715618,Pulses
35,0,1,37,62.94,7.495752641,55.83,732.5331782,Pulses
25,22,4,26.11,52.09,8.452449904,44.94,788.3804215,Pulses
13,38,0,32.76,61.99,8.476860907,68.62,663.7596432,Pulses
7,9,9,26.95,60.35,5.532090731,33.66,694.0869531,Pulses
10,13,0,35.33,67.8,5.602632225,53.53,619.8433829,Pulses
10,40,0,31.36,44.29,4.955525629,43.74,794.6309927,Pulses
20,18,0,29.25,61.06,7.452698282,48.99,628.3586981,Pulses
18,17,1,23.69,44.73,6.822026233,48.52,668.7893019,Pulses
37,2,2,26.6,45.91,5.915245979,28.97,783.8896395,Pulses
15,41,0,39.17,74.97,5.501123764,29.8,653.2796554,Pulses
13,12,0,32.66,74.93,6.545795199,33.56,658.8019344,Pulses
8,34,0,34.3,73.98,5.124863815,23.5,752.6179394,Pulses
13,13,16,27.87,61.38,5.852046385,57.51,728.9636145,Pulses
39,0,4,29.26,71.92,6.756950502,44.23,736.599625,Pulses
21,27,0,24.68,45.27,6.601766621,47.81,755.7577241,Pulses
36,0,2,23.45,51.03,7.314128727,44.45,755.1108109,Pulses
36,0,4,30.89,61.12,6.028942026,43.19,626.7095165,Pulses
10,6,3,25.05,64.63,7.268398954,47.88,702.9520915,Pulses
12,41,0,24.11,45.89,5.555782691,33.2,690.2590542,Pulses
35,4,0,28.67,58.79,5.945181967,59,617.1577149,Pulses
35,2,0,35.71,67.62,6.207310746,25.16,672.4520056,Pulses
41,0,1,23.02,62.92,7.265606929,28.92,758.7573822,Pulses
36,0,0,34.88,62.36,6.676453621,57.79,708.2782913,Pulses
16,41,3,29.01,57.85,4.837451906,40.02,601.7865647,Pulses
22,23,1,25.77,48.22,8.27007928,37.18,748.5900747,Pulses
16,17,2,23.55,54.07,7.127203913,32.68,780.343329,Pulses
7,39,0,38.75,59.06,6.134908525,26.59,681.2828534,Pulses
36,0,4,22.57,45.63,4.580493398,25.22,716.3275505,Pulses
16,40,4,22.37,54.2,6.54657325,28.21,615.7736139,Pulses
8,32,7,29.97,57.71,6.334427984,70,717.1180081,Pulses
20,24,2,30.29,48.59,5.481435061,52.49,644.894847,Pulses
6,29,4,35.87,67.72,5.36093145,56.45,645.5385176,Pulses
13,34,0,31.63,59.3,8.472110603,36.89,702.6663993,Pulses
35,4,0,30.56,59.57,5.438748179,43.35,612.2124754,Pulses
8,34,12,23.84,61.45,5.379788767,20,641.1273338,Pulses
0,20,14,27.6,56.81,4.681916864,32.67,653.8781928,Pulses
37,0,4,37.95,68.37,6.562914712,55.82,693.0389422,Pulses
14,11,12,30.15,64.35,8.16731689,67.45,790.2249192,Pulses
33,2,4,30.28,56.11,6.013138821,40.03,768.57556,Pulses
9,6,0,21.89,59.24,6.78791628,50.57,640.083055,Pulses
8,10,0,24.71,50.55,5.617900037,62.03,718.2774989,Pulses
